Session,user,issue,sevice,category_1,category_2,
2,32,안전 예산,사면전수조사 및 산사태피해저감 시스템 구축,공공질서및안전,민방위 ,53e1c1c31d41c839ea646465
2,32,안전 예산,소방항공대 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ece
2,32,안전 예산,시민안전체험관  운영,공공질서및안전,민방위 ,53e1c1c61d41c839ea647213
2,32,안전 예산,민방위경보시설 확충 및 보수,공공질서및안전,민방위 ,53e1c1c21d41c839ea645f0e
2,32,안전 예산,예방업무 추진 향상,공공질서및안전,민방위 ,53e1c1c81d41c839ea647a79
2,32,안전 예산,소방통신망 보강 및 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646eba
2,32,안전 예산,119구급상황관리센터 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64414f
2,32,안전 예산,민방위대원 교육훈련,공공질서및안전,민방위 ,53e1c1c21d41c839ea645f1a
2,32,안전 예산,소방직무능력 제고,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ea1
2,32,안전 예산,저소득층 밀집지역 생활환경 개선,공공질서및안전,민방위 ,53e1c1ca1d41c839ea648722
2,32,안전 예산,전문기관 위탁교육 훈련,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6487b1
2,32,안전 예산,수난구조대 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646f59
2,32,안전 예산,재해복구사업 분석평가용역(우면천 등 24개소),공공질서및안전,민방위 ,53e1c1ca1d41c839ea6486bf
2,32,안전 예산,재난취약가구 안전점검 및 정비,공공질서및안전,민방위 ,53e1c1ca1d41c839ea64862f
2,32,안전 예산,지역민방위대 방독면 확충,공공질서및안전,민방위 ,53e1c1cb1d41c839ea648c42
2,32,안전 예산,소방보조인력 양성 및 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e92
2,32,안전 예산,노후 구급차량 교체(국고보조),공공질서및안전,민방위 ,53e1c1c01d41c839ea64550f
2,32,안전 예산,소방차량 증차,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ead
2,32,안전 예산,소방학교 청사 및 시설장비 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ec9
2,32,안전 예산,한강안전시스템 구축,공공질서및안전,민방위 ,53e1c1cd1d41c839ea6495e5
2,42,안전 예산,소방활동지원,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ed9
2,42,안전 예산,소방공무원 보건복지 증진,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e86
2,42,안전 예산,소방행정타운 건립,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ecf
2,42,안전 예산,사방사업,공공질서및안전,민방위 ,53e1c1c31d41c839ea646474
2,42,안전 예산,119종합상황실 유무선통신시스템 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64415a
2,42,안전 예산,119종합상황실 전산시스템 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64415f
2,42,안전 예산,소방차량 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ea8
2,42,안전 예산,"소방관서 보수, 보강공사",공공질서및안전,민방위 ,53e1c1c51d41c839ea646e8d
2,42,안전 예산,성동소방서 신설,공공질서및안전,민방위 ,53e1c1c51d41c839ea646d33
2,42,안전 예산,산림내 사면 정비,공공질서및안전,민방위 ,53e1c1c31d41c839ea64651f
2,42,안전 예산,소방청사 시설물 관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646eb8
2,42,안전 예산,의용소방대 활동수당 등,공공질서및안전,민방위 ,53e1c1c81d41c839ea647eff
2,42,안전 예산,소방공무원 피복비,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e88
2,42,안전 예산,구급장비 유지관리 및 보강,공공질서및안전,민방위 ,53e1c1be1d41c839ea644bc3
2,42,안전 예산,119안전센터 신설 및 재건축 등,공공질서및안전,민방위 ,53e1c1bc1d41c839ea644152
2,42,안전 예산,소방용수시설 보수,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e94
2,42,안전 예산,소방화재 안전·보조장비 보급 및 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ed4
2,42,안전 예산,소방 인재 채용 및 양성,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e80
2,42,안전 예산,전산시스템 보강 및 유지관리,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6487c4
2,42,안전 예산,삼풍사고관련 지방채 상환,공공질서및안전,민방위 ,53e1c1c31d41c839ea6465a5
2,42,안전 예산,소방용수시설 설치,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e99
2,42,안전 예산,재향군인회관 개·보수 지원,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6486c2
2,42,안전 예산,특수구조장비보강 및 유지관리,공공질서및안전,민방위 ,53e1c1cd1d41c839ea649299
2,42,안전 예산,사면전수조사 및 산사태피해저감 시스템 구축,공공질서및안전,민방위 ,53e1c1c31d41c839ea646465
2,42,안전 예산,소방항공대 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ece
2,42,안전 예산,시민안전체험관  운영,공공질서및안전,민방위 ,53e1c1c61d41c839ea647213
2,42,안전 예산,민방위경보시설 확충 및 보수,공공질서및안전,민방위 ,53e1c1c21d41c839ea645f0e
2,42,안전 예산,예방업무 추진 향상,공공질서및안전,민방위 ,53e1c1c81d41c839ea647a79
2,42,안전 예산,소방통신망 보강 및 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646eba
2,42,안전 예산,119구급상황관리센터 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64414f
2,42,안전 예산,민방위대원 교육훈련,공공질서및안전,민방위 ,53e1c1c21d41c839ea645f1a
2,42,안전 예산,소방직무능력 제고,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ea1
2,42,안전 예산,저소득층 밀집지역 생활환경 개선,공공질서및안전,민방위 ,53e1c1ca1d41c839ea648722
2,42,안전 예산,전문기관 위탁교육 훈련,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6487b1
2,42,안전 예산,수난구조대 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646f59
2,42,안전 예산,재해복구사업 분석평가용역(우면천 등 24개소),공공질서및안전,민방위 ,53e1c1ca1d41c839ea6486bf
2,42,안전 예산,재난취약가구 안전점검 및 정비,공공질서및안전,민방위 ,53e1c1ca1d41c839ea64862f
2,42,안전 예산,지역민방위대 방독면 확충,공공질서및안전,민방위 ,53e1c1cb1d41c839ea648c42
2,42,안전 예산,소방보조인력 양성 및 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e92
2,42,안전 예산,노후 구급차량 교체(국고보조),공공질서및안전,민방위 ,53e1c1c01d41c839ea64550f
2,42,안전 예산,소방차량 증차,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ead
2,42,안전 예산,소방학교 청사 및 시설장비 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ec9
2,42,안전 예산,한강안전시스템 구축,공공질서및안전,민방위 ,53e1c1cd1d41c839ea6495e5
2,52,안전 예산,소방활동지원,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ed9
2,52,안전 예산,소방공무원 보건복지 증진,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e86
2,52,안전 예산,소방행정타운 건립,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ecf
2,52,안전 예산,사방사업,공공질서및안전,민방위 ,53e1c1c31d41c839ea646474
2,52,안전 예산,119종합상황실 유무선통신시스템 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64415a
2,52,안전 예산,119종합상황실 전산시스템 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64415f
2,52,안전 예산,소방차량 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ea8
2,52,안전 예산,"소방관서 보수, 보강공사",공공질서및안전,민방위 ,53e1c1c51d41c839ea646e8d
2,52,안전 예산,성동소방서 신설,공공질서및안전,민방위 ,53e1c1c51d41c839ea646d33
2,52,안전 예산,산림내 사면 정비,공공질서및안전,민방위 ,53e1c1c31d41c839ea64651f
2,52,안전 예산,소방청사 시설물 관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646eb8
2,52,안전 예산,의용소방대 활동수당 등,공공질서및안전,민방위 ,53e1c1c81d41c839ea647eff
2,52,안전 예산,소방공무원 피복비,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e88
2,52,안전 예산,구급장비 유지관리 및 보강,공공질서및안전,민방위 ,53e1c1be1d41c839ea644bc3
2,52,안전 예산,119안전센터 신설 및 재건축 등,공공질서및안전,민방위 ,53e1c1bc1d41c839ea644152
2,52,안전 예산,소방용수시설 보수,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e94
2,52,안전 예산,소방화재 안전·보조장비 보급 및 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ed4
2,52,안전 예산,소방 인재 채용 및 양성,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e80
2,52,안전 예산,전산시스템 보강 및 유지관리,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6487c4
2,52,안전 예산,삼풍사고관련 지방채 상환,공공질서및안전,민방위 ,53e1c1c31d41c839ea6465a5
2,52,안전 예산,소방용수시설 설치,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e99
2,52,안전 예산,재향군인회관 개·보수 지원,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6486c2
2,52,안전 예산,특수구조장비보강 및 유지관리,공공질서및안전,민방위 ,53e1c1cd1d41c839ea649299
2,52,안전 예산,사면전수조사 및 산사태피해저감 시스템 구축,공공질서및안전,민방위 ,53e1c1c31d41c839ea646465
2,52,안전 예산,소방항공대 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ece
2,52,안전 예산,시민안전체험관  운영,공공질서및안전,민방위 ,53e1c1c61d41c839ea647213
2,52,안전 예산,민방위경보시설 확충 및 보수,공공질서및안전,민방위 ,53e1c1c21d41c839ea645f0e
2,52,안전 예산,예방업무 추진 향상,공공질서및안전,민방위 ,53e1c1c81d41c839ea647a79
2,52,안전 예산,소방통신망 보강 및 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646eba
2,52,안전 예산,119구급상황관리센터 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64414f
2,52,안전 예산,민방위대원 교육훈련,공공질서및안전,민방위 ,53e1c1c21d41c839ea645f1a
2,52,안전 예산,소방직무능력 제고,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ea1
2,52,안전 예산,저소득층 밀집지역 생활환경 개선,공공질서및안전,민방위 ,53e1c1ca1d41c839ea648722
2,52,안전 예산,전문기관 위탁교육 훈련,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6487b1
2,52,안전 예산,수난구조대 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646f59
2,52,안전 예산,재해복구사업 분석평가용역(우면천 등 24개소),공공질서및안전,민방위 ,53e1c1ca1d41c839ea6486bf
2,52,안전 예산,재난취약가구 안전점검 및 정비,공공질서및안전,민방위 ,53e1c1ca1d41c839ea64862f
2,52,안전 예산,지역민방위대 방독면 확충,공공질서및안전,민방위 ,53e1c1cb1d41c839ea648c42
2,52,안전 예산,소방보조인력 양성 및 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e92
2,52,안전 예산,노후 구급차량 교체(국고보조),공공질서및안전,민방위 ,53e1c1c01d41c839ea64550f
2,52,안전 예산,소방차량 증차,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ead
2,52,안전 예산,소방학교 청사 및 시설장비 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ec9
2,52,안전 예산,한강안전시스템 구축,공공질서및안전,민방위 ,53e1c1cd1d41c839ea6495e5
2,62,안전 예산,소방활동지원,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ed9
2,62,안전 예산,소방공무원 보건복지 증진,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e86
2,62,안전 예산,소방행정타운 건립,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ecf
2,62,안전 예산,사방사업,공공질서및안전,민방위 ,53e1c1c31d41c839ea646474
2,62,안전 예산,119종합상황실 유무선통신시스템 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64415a
2,62,안전 예산,119종합상황실 전산시스템 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64415f
2,62,안전 예산,소방차량 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ea8
2,62,안전 예산,"소방관서 보수, 보강공사",공공질서및안전,민방위 ,53e1c1c51d41c839ea646e8d
2,62,안전 예산,성동소방서 신설,공공질서및안전,민방위 ,53e1c1c51d41c839ea646d33
2,62,안전 예산,산림내 사면 정비,공공질서및안전,민방위 ,53e1c1c31d41c839ea64651f
2,62,안전 예산,소방청사 시설물 관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646eb8
2,62,안전 예산,의용소방대 활동수당 등,공공질서및안전,민방위 ,53e1c1c81d41c839ea647eff
2,62,안전 예산,소방공무원 피복비,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e88
2,62,안전 예산,구급장비 유지관리 및 보강,공공질서및안전,민방위 ,53e1c1be1d41c839ea644bc3
2,62,안전 예산,119안전센터 신설 및 재건축 등,공공질서및안전,민방위 ,53e1c1bc1d41c839ea644152
2,62,안전 예산,소방용수시설 보수,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e94
2,62,안전 예산,소방화재 안전·보조장비 보급 및 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ed4
2,62,안전 예산,소방 인재 채용 및 양성,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e80
2,62,안전 예산,전산시스템 보강 및 유지관리,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6487c4
2,62,안전 예산,삼풍사고관련 지방채 상환,공공질서및안전,민방위 ,53e1c1c31d41c839ea6465a5
2,62,안전 예산,소방용수시설 설치,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e99
2,62,안전 예산,재향군인회관 개·보수 지원,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6486c2
2,62,안전 예산,특수구조장비보강 및 유지관리,공공질서및안전,민방위 ,53e1c1cd1d41c839ea649299
2,62,안전 예산,사면전수조사 및 산사태피해저감 시스템 구축,공공질서및안전,민방위 ,53e1c1c31d41c839ea646465
2,62,안전 예산,소방항공대 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ece
2,62,안전 예산,시민안전체험관  운영,공공질서및안전,민방위 ,53e1c1c61d41c839ea647213
2,62,안전 예산,민방위경보시설 확충 및 보수,공공질서및안전,민방위 ,53e1c1c21d41c839ea645f0e
2,62,안전 예산,예방업무 추진 향상,공공질서및안전,민방위 ,53e1c1c81d41c839ea647a79
2,62,안전 예산,소방통신망 보강 및 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646eba
2,62,안전 예산,119구급상황관리센터 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64414f
2,62,안전 예산,민방위대원 교육훈련,공공질서및안전,민방위 ,53e1c1c21d41c839ea645f1a
2,62,안전 예산,소방직무능력 제고,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ea1
2,62,안전 예산,저소득층 밀집지역 생활환경 개선,공공질서및안전,민방위 ,53e1c1ca1d41c839ea648722
2,62,안전 예산,전문기관 위탁교육 훈련,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6487b1
2,62,안전 예산,수난구조대 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646f59
2,62,안전 예산,재해복구사업 분석평가용역(우면천 등 24개소),공공질서및안전,민방위 ,53e1c1ca1d41c839ea6486bf
2,62,안전 예산,재난취약가구 안전점검 및 정비,공공질서및안전,민방위 ,53e1c1ca1d41c839ea64862f
2,62,안전 예산,지역민방위대 방독면 확충,공공질서및안전,민방위 ,53e1c1cb1d41c839ea648c42
2,62,안전 예산,소방보조인력 양성 및 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e92
2,62,안전 예산,노후 구급차량 교체(국고보조),공공질서및안전,민방위 ,53e1c1c01d41c839ea64550f
2,62,안전 예산,소방차량 증차,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ead
2,62,안전 예산,소방학교 청사 및 시설장비 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ec9
2,62,안전 예산,한강안전시스템 구축,공공질서및안전,민방위 ,53e1c1cd1d41c839ea6495e5
2,72,안전 예산,소방활동지원,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ed9
2,72,안전 예산,소방공무원 보건복지 증진,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e86
2,72,안전 예산,소방행정타운 건립,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ecf
2,72,안전 예산,사방사업,공공질서및안전,민방위 ,53e1c1c31d41c839ea646474
2,72,안전 예산,119종합상황실 유무선통신시스템 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64415a
2,72,안전 예산,119종합상황실 전산시스템 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64415f
2,72,안전 예산,소방차량 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ea8
2,72,안전 예산,"소방관서 보수, 보강공사",공공질서및안전,민방위 ,53e1c1c51d41c839ea646e8d
2,72,안전 예산,성동소방서 신설,공공질서및안전,민방위 ,53e1c1c51d41c839ea646d33
2,72,안전 예산,산림내 사면 정비,공공질서및안전,민방위 ,53e1c1c31d41c839ea64651f
2,72,안전 예산,소방청사 시설물 관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646eb8
2,72,안전 예산,의용소방대 활동수당 등,공공질서및안전,민방위 ,53e1c1c81d41c839ea647eff
2,72,안전 예산,소방공무원 피복비,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e88
2,72,안전 예산,구급장비 유지관리 및 보강,공공질서및안전,민방위 ,53e1c1be1d41c839ea644bc3
2,72,안전 예산,119안전센터 신설 및 재건축 등,공공질서및안전,민방위 ,53e1c1bc1d41c839ea644152
2,72,안전 예산,소방용수시설 보수,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e94
2,72,안전 예산,소방화재 안전·보조장비 보급 및 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ed4
2,72,안전 예산,소방 인재 채용 및 양성,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e80
2,72,안전 예산,전산시스템 보강 및 유지관리,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6487c4
2,72,안전 예산,삼풍사고관련 지방채 상환,공공질서및안전,민방위 ,53e1c1c31d41c839ea6465a5
2,72,안전 예산,소방용수시설 설치,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e99
2,72,안전 예산,재향군인회관 개·보수 지원,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6486c2
2,72,안전 예산,특수구조장비보강 및 유지관리,공공질서및안전,민방위 ,53e1c1cd1d41c839ea649299
2,72,안전 예산,사면전수조사 및 산사태피해저감 시스템 구축,공공질서및안전,민방위 ,53e1c1c31d41c839ea646465
2,72,안전 예산,소방항공대 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ece
2,72,안전 예산,시민안전체험관  운영,공공질서및안전,민방위 ,53e1c1c61d41c839ea647213
2,72,안전 예산,민방위경보시설 확충 및 보수,공공질서및안전,민방위 ,53e1c1c21d41c839ea645f0e
2,72,안전 예산,예방업무 추진 향상,공공질서및안전,민방위 ,53e1c1c81d41c839ea647a79
2,72,안전 예산,소방통신망 보강 및 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646eba
2,72,안전 예산,119구급상황관리센터 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64414f
2,72,안전 예산,민방위대원 교육훈련,공공질서및안전,민방위 ,53e1c1c21d41c839ea645f1a
2,72,안전 예산,소방직무능력 제고,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ea1
2,72,안전 예산,저소득층 밀집지역 생활환경 개선,공공질서및안전,민방위 ,53e1c1ca1d41c839ea648722
2,72,안전 예산,전문기관 위탁교육 훈련,공공질서및안전,민방위 ,53e1c1ca1d41c839ea6487b1
2,72,안전 예산,수난구조대 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646f59
2,72,안전 예산,재해복구사업 분석평가용역(우면천 등 24개소),공공질서및안전,민방위 ,53e1c1ca1d41c839ea6486bf
2,72,안전 예산,재난취약가구 안전점검 및 정비,공공질서및안전,민방위 ,53e1c1ca1d41c839ea64862f
2,72,안전 예산,지역민방위대 방독면 확충,공공질서및안전,민방위 ,53e1c1cb1d41c839ea648c42
2,72,안전 예산,소방보조인력 양성 및 운영,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e92
2,72,안전 예산,노후 구급차량 교체(국고보조),공공질서및안전,민방위 ,53e1c1c01d41c839ea64550f
2,72,안전 예산,소방차량 증차,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ead
2,72,안전 예산,소방학교 청사 및 시설장비 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ec9
2,72,안전 예산,한강안전시스템 구축,공공질서및안전,민방위 ,53e1c1cd1d41c839ea6495e5
2,82,안전 예산,소방활동지원,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ed9
2,82,안전 예산,소방공무원 보건복지 증진,공공질서및안전,민방위 ,53e1c1c51d41c839ea646e86
2,82,안전 예산,소방행정타운 건립,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ecf
2,82,안전 예산,사방사업,공공질서및안전,민방위 ,53e1c1c31d41c839ea646474
2,82,안전 예산,119종합상황실 유무선통신시스템 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64415a
2,82,안전 예산,119종합상황실 전산시스템 운영,공공질서및안전,민방위 ,53e1c1bc1d41c839ea64415f
2,82,안전 예산,소방차량 유지관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646ea8
2,82,안전 예산,"소방관서 보수, 보강공사",공공질서및안전,민방위 ,53e1c1c51d41c839ea646e8d
2,82,안전 예산,성동소방서 신설,공공질서및안전,민방위 ,53e1c1c51d41c839ea646d33
2,82,안전 예산,산림내 사면 정비,공공질서및안전,민방위 ,53e1c1c31d41c839ea64651f
2,82,안전 예산,소방청사 시설물 관리,공공질서및안전,민방위 ,53e1c1c51d41c839ea646eb8
